seed,corrupt,r01,r10,precision,recall,f1,TP,FP,FN
20,10000,0.3,0.1,0.9891911586106388,0.8145,0.8933859822309971,8145,89,1855
20,10000,0.2,0.3,0.33952787543947766,1.0,0.5069366329208849,7436,14465,0
20,10000,0.2,0.2,0.39468517419295923,1.0,0.5659846128662629,8644,13257,0
20,10000,0.3,0.7,0.4556869549335647,1.0,0.6260782284119069,9980,11921,0
20,10000,0.1,0.1,0.31007716542623626,1.0,0.4733723686044891,6791,15110,0
20,10000,0.4,0.2,0.9845460399227302,0.7645,0.8606811145510835,7645,120,2355
20,10000,0.4,0.5,0.7166899269353911,0.873,0.7871601821378656,8730,3451,1270
20,10000,0.5,0.7,0.7099415204678362,0.7284,0.7190523198420533,7284,2976,2716
20,10000,0.5,0.1,0.9940401940401941,0.7172,0.8332268370607029,7172,43,2828
20,10000,0.5,0.6,0.6839990904267415,0.9024,0.7781658258957445,9024,4169,976
20,10000,0.4,0.4,0.8695460068485585,0.7872,0.8263265627460242,7872,1181,2128
20,10000,0.4,0.3,0.9172738482232934,0.8183,0.8649648538660748,8183,738,1817
20,10000,0.6,0.3,0.9692006844292349,0.793,0.8722912770872291,7930,252,2070
20,10000,0.6,0.4,0.9020094829532626,0.799,0.8473857248912928,7990,868,2010
20,10000,0.7,0.6,0.7628342245989305,0.8559,0.8066918001885014,8559,2661,1441
20,10000,0.7,0.1,0.99640856198822,0.6936,0.8178763044631802,6936,25,3064
20,10000,0.7,0.7,0.7247283789656671,0.8338,0.7754475703324807,8338,3167,1662
20,10000,0.6,0.5,0.8985316939238391,0.7527,0.81917614409316,7527,850,2473
20,10000,0.6,0.2,0.9807109062234624,0.8084,0.8862577426958285,8084,159,1916
20,10000,0.3,0.2,0.9723840596597529,0.8345,0.8981810354106124,8345,237,1655
20,10000,0.3,0.5,0.6114340422621897,0.8941,0.7262315721073792,8941,5682,1059
20,10000,0.2,0.1,0.9852280784684472,0.8337,0.9031524211894703,8337,125,1663
20,10000,0.3,0.4,0.7040478815561506,0.894,0.7877346021675921,8940,3758,1060
20,10000,0.3,0.3,0.885419006964727,0.7882,0.8339858216061792,7882,1020,2118
20,10000,0.4,0.6,0.6401256801287455,0.8353,0.7248036791183999,8353,4696,1647
20,10000,0.4,0.1,0.9932741116751269,0.7827,0.875503355704698,7827,53,2173
20,10000,0.5,0.3,0.9599902116725805,0.7846,0.8634787872117977,7846,327,2154
20,10000,0.5,0.4,0.9061169889334793,0.7451,0.8177577786313998,7451,772,2549
20,10000,0.5,0.5,0.6714944042132982,0.918,0.7756326306450931,9180,4491,820
20,10000,0.5,0.2,0.982442939553549,0.7834,0.8717035718259709,7834,140,2166
20,10000,0.6,0.7,0.7043595581414959,0.8353,0.7642618601033899,8353,3506,1647
20,10000,0.7,0.2,0.978063900810682,0.8204,0.8923210789645422,8204,184,1796
20,10000,0.7,0.5,0.9155029923055001,0.6425,0.7550828534492889,6425,593,3575
20,10000,0.7,0.4,0.9389105518137776,0.7946,0.8607485240751773,7946,517,2054
20,10000,0.7,0.3,0.9784237726098192,0.7573,0.8537767756482525,7573,167,2427
20,10000,0.6,0.1,0.9920085242408098,0.7448,0.8508110578021476,7448,60,2552
20,10000,0.6,0.6,0.7222453222453222,0.8685,0.7886492622020432,8685,3340,1315
20,2000,0.3,0.6,0.655438596491228,0.934,0.7703092783505154,1868,982,132
20,2000,0.3,0.1,0.9063969896519285,0.9635,0.9340765874939408,1927,199,73
20,2000,0.2,0.3,0.567584480600751,0.907,0.6982294072363358,1814,1382,186
20,2000,0.2,0.4,0.47361546499477536,0.9065,0.6221688400823611,1813,2015,187
20,2000,0.2,0.5,0.47646594793584013,0.906,0.624504566603481,1812,1991,188
20,2000,0.2,0.2,0.5206376316538571,0.9145,0.6635225829856702,1829,1684,171
20,2000,0.3,0.7,0.5907859078590786,0.872,0.7043618739903069,1744,1208,256
20,2000,0.1,0.1,0.3962875026980358,0.918,0.55359565807327,1836,2797,164
20,2000,0.4,0.2,0.8781294284364667,0.9295,0.90308477046393,1859,258,141
20,2000,0.4,0.5,0.7209752321981424,0.9315,0.81282722513089,1863,721,137
20,2000,0.5,0.7,0.6769343601026769,0.923,0.7810450602919399,1846,881,154
20,2000,0.5,0.1,0.9138686131386862,0.939,0.9262638717632553,1878,177,122
20,2000,0.5,0.6,0.7255832344800316,0.9175,0.8103334069330977,1835,694,165
20,2000,0.4,0.4,0.7215336948102247,0.9315,0.8131820165866435,1863,719,137
20,2000,0.4,0.3,0.8168141592920354,0.923,0.8666666666666667,1846,414,154
20,2000,0.6,0.3,0.8045144804088586,0.9445,0.8689052437902484,1889,459,111
20,2000,0.6,0.4,0.7934170636639237,0.916,0.8503132977488977,1832,477,168
20,2000,0.7,0.6,0.7561074918566775,0.9285,0.8334829443447037,1857,599,143
20,2000,0.7,0.1,0.8910133843212237,0.932,0.9110459433040078,1864,228,136
20,2000,0.7,0.7,0.538569032979318,0.9635,0.6909286482610254,1927,1651,73
20,2000,0.6,0.5,0.7865748709122203,0.914,0.8455134135060131,1828,496,172
20,2000,0.6,0.2,0.8789194404245055,0.911,0.894672231770194,1822,251,178
20,2000,0.3,0.2,0.9036855036855037,0.9195,0.9115241635687733,1839,196,161
20,2000,0.3,0.5,0.6718467654499458,0.9295,0.7799454583595553,1859,908,141
20,2000,0.2,0.7,0.5396396396396397,0.8985,0.6742964352720451,1797,1533,203
20,2000,0.2,0.6,0.5070462232243518,0.8995,0.6485219899062725,1799,1749,201
20,2000,0.3,0.4,0.6992928917007816,0.9395,0.8017921911670577,1879,808,121
20,2000,0.3,0.3,0.7206216830932525,0.9505,0.8197498921949117,1901,737,99
20,2000,0.1,0.3,0.7030251384746485,0.825,0.7591442374051068,1650,697,350
20,2000,0.1,0.4,0.6941598360655737,0.6775,0.6857287449392712,1355,597,645
20,2000,0.1,0.5,0.6549043062200957,0.5475,0.5964052287581699,1095,577,905
20,2000,0.1,0.2,0.30984245299000507,0.9145,0.46286220422624313,1829,4074,171
20,2000,0.4,0.6,0.6681112314915132,0.925,0.7758439924512477,1850,919,150
20,2000,0.4,0.1,0.9113018597997139,0.9555,0.9328777154015133,1911,186,89
20,2000,0.5,0.3,0.8497030607583371,0.93,0.8880401050370017,1860,329,140
20,2000,0.5,0.4,0.7886663826161057,0.9255,0.8516218081435474,1851,496,149
20,2000,0.5,0.5,0.7356637863315004,0.9365,0.8240211174659041,1873,673,127
20,2000,0.5,0.2,0.8967205090553109,0.916,0.9062577294088549,1832,211,168
20,2000,0.4,0.7,0.6437389770723104,0.9125,0.7549120992761117,1825,1010,175
20,2000,0.6,0.7,0.7218700475435816,0.911,0.8054818744473917,1822,702,178
20,2000,0.7,0.2,0.8503649635036497,0.932,0.8893129770992367,1864,328,136
20,2000,0.7,0.5,0.7217090069284064,0.9375,0.8155719878207917,1875,723,125
20,2000,0.7,0.4,0.8293986636971047,0.931,0.8772673733804477,1862,383,138
20,2000,0.7,0.3,0.8427167113494192,0.943,0.8900424728645586,1886,352,114
20,2000,0.6,0.1,0.9136655155402073,0.926,0.9197914079960269,1852,175,148
20,2000,0.6,0.6,0.7420008100445524,0.916,0.8198702170507944,1832,637,168
9,5000,0.3,0.6,0.6055632823365786,0.8708,0.7143560295324036,4354,2836,646
9,5000,0.3,0.1,0.9796207189357486,0.6922,0.8112035626391656,3461,72,1539
9,5000,0.2,0.3,0.6434251633058791,0.9062,0.7525328018601561,4531,2511,469
9,5000,0.2,0.4,0.7131610474071539,0.8334,0.7686064742230011,4167,1676,833
9,5000,0.2,0.5,0.6190256646688181,0.8056,0.7000955939862692,4028,2479,972
9,5000,0.2,0.2,0.8972057923720171,0.8798,0.888417651216803,4399,504,601
9,5000,0.3,0.7,0.6029011786038078,0.798,0.6868652091582028,3990,2628,1010
9,5000,0.1,0.1,0.8736538461538461,0.9086,0.8907843137254903,4543,657,457
9,5000,0.4,0.2,0.9474789915966386,0.902,0.9241803278688525,4510,250,490
9,5000,0.4,0.5,0.7878301213418987,0.883,0.8327046397585816,4415,1189,585
9,5000,0.5,0.7,0.7339642481598317,0.8376,0.7823650289557258,4188,1518,812
9,5000,0.5,0.1,0.9895271342430975,0.6236,0.7650595019016071,3118,33,1882
9,5000,0.5,0.6,0.8428107229894395,0.83,0.8363563079403465,4150,774,850
9,5000,0.4,0.4,0.8923795372532372,0.8408,0.8658222634126249,4204,507,796
9,5000,0.4,0.3,0.8918410041841004,0.8526,0.8717791411042946,4263,517,737
9,5000,0.6,0.3,0.9301907968574635,0.8288,0.8765732416710735,4144,311,856
9,5000,0.6,0.4,0.8837068443367656,0.8754,0.8795338089018387,4377,576,623
9,5000,0.7,0.6,0.8704503392967304,0.8466,0.8583595254993409,4233,630,767
9,5000,0.7,0.1,0.9911476446411634,0.627,0.7680999632488056,3135,28,1865
9,5000,0.7,0.7,0.8316036812218524,0.8494,0.8404076382705056,4247,860,753
9,5000,0.6,0.5,0.8827697914557603,0.872,0.8773518462621994,4360,579,640
9,5000,0.6,0.2,0.9607535321821036,0.8568,0.9058039961941009,4284,175,716
9,5000,0.3,0.2,0.9358322744599746,0.8838,0.9090722073647398,4419,303,581
9,5000,0.3,0.5,0.6729961089494163,0.8648,0.7569365426695843,4324,2101,676
9,5000,0.2,0.7,0.513397334861728,0.7166,0.5982135403623007,3583,3396,1417
9,5000,0.2,0.1,0.9516846789574063,0.8982,0.9241691532050623,4491,228,509
9,5000,0.2,0.6,0.6153609831029185,0.8012,0.6960903562119896,4006,2504,994
9,5000,0.3,0.4,0.868701351904957,0.8482,0.85832827362882,4241,641,759
9,5000,0.3,0.3,0.8844728171334432,0.859,0.8715503246753247,4295,561,705
9,5000,0.1,0.3,0.5770552850186194,0.8058,0.6725087631447171,4029,2953,971
9,5000,0.4,0.6,0.7201382033563672,0.8754,0.7902148402238671,4377,1701,623
9,5000,0.4,0.1,0.9894534995206136,0.6192,0.7617173084020173,3096,33,1904
9,5000,0.5,0.3,0.9280758556891767,0.8026,0.8607893607893609,4013,311,987
9,5000,0.5,0.5,0.8558433854063674,0.8656,0.8606940439494879,4328,729,672
9,5000,0.5,0.2,0.9562074829931972,0.8996,0.9270403957131079,4498,206,502
9,5000,0.4,0.7,0.6928719502471695,0.869,0.7710052346730548,4345,1926,655
9,5000,0.6,0.7,0.8298090741120919,0.8084,0.8189646439063926,4042,829,958
9,5000,0.7,0.2,0.9664111812443643,0.8574,0.9086477320898686,4287,149,713
9,5000,0.7,0.5,0.8521804795167076,0.9028,0.8767602214237157,4514,783,486
9,5000,0.7,0.4,0.8470828688219992,0.9118,0.8782508187247159,4559,823,441
9,5000,0.7,0.3,0.9305052227670007,0.873,0.9008358270560314,4365,326,635
9,5000,0.6,0.1,0.9901368119630926,0.6224,0.7643374677637234,3112,31,1888
9,5000,0.6,0.6,0.8517288532916585,0.872,0.861745231742267,4360,759,640
9,1000,0.3,0.1,0.8652482269503546,0.976,0.9172932330827067,976,152,24
9,1000,0.2,0.2,0.5341856586992774,0.961,0.6866738120757413,961,838,39
9,1000,0.1,0.1,0.5111583421891605,0.962,0.6675919500346982,962,920,38
9,1000,0.4,0.2,0.6555023923444976,0.959,0.7787251319529029,959,504,41
9,1000,0.4,0.5,0.3548506086315013,0.962,0.5184586364861223,962,1749,38
9,1000,0.5,0.1,0.9424083769633508,0.9,0.9207161125319693,900,55,100
9,1000,0.4,0.4,0.5043010752688172,0.938,0.6559440559440559,938,922,62
9,1000,0.4,0.3,0.4504973945997158,0.951,0.6113789778206363,951,1160,49
9,1000,0.6,0.3,0.4077711357813834,0.955,0.5715140634350687,955,1387,45
9,1000,0.6,0.4,0.4884437596302003,0.951,0.6454021038344079,951,996,49
9,1000,0.7,0.6,0.4606630380999505,0.931,0.6163522012578616,931,1090,69
9,1000,0.7,0.1,0.9582027168234065,0.917,0.9371486969851813,917,40,83
9,1000,0.6,0.5,0.5010559662090813,0.949,0.6558396682791984,949,945,51
9,1000,0.6,0.2,0.7076363636363636,0.973,0.8193684210526316,973,402,27
9,1000,0.3,0.2,0.5628257093225246,0.972,0.7128712871287128,972,755,28
9,1000,0.2,0.1,0.7721518987341772,0.976,0.862190812720848,976,288,24
9,1000,0.3,0.3,0.39165985282093213,0.958,0.5560069645966338,958,1488,42
9,1000,0.1,0.2,0.43424657534246575,0.951,0.5962382445141066,951,1239,49
9,1000,0.4,0.1,0.9322548028311426,0.922,0.9270990447461037,922,67,78
9,1000,0.5,0.3,0.48633316142341415,0.943,0.6417148690030623,943,996,57
9,1000,0.5,0.4,0.4940445365095805,0.954,0.6509723643807575,954,977,46
9,1000,0.5,0.5,0.3551609322974473,0.96,0.5184985147177963,960,1743,40
9,1000,0.5,0.2,0.6792318634423897,0.955,0.793848711554447,955,451,45
9,1000,0.6,0.7,0.36548223350253806,0.936,0.5256950294860994,936,1625,64
9,1000,0.7,0.2,0.773538961038961,0.953,0.8539426523297491,953,279,47
9,1000,0.7,0.5,0.43091959129275875,0.97,0.5967394647800677,970,1281,30
9,1000,0.7,0.4,0.440018315018315,0.961,0.603643216080402,961,1223,39
9,1000,0.7,0.3,0.5653958944281525,0.964,0.7127541589648798,964,741,36
9,1000,0.6,0.1,0.9514462809917356,0.921,0.9359756097560975,921,47,79
9,1000,0.6,0.6,0.37559808612440193,0.942,0.5370581527936146,942,1566,58
9,500,0.3,0.1,0.703012912482066,0.98,0.8187134502923976,490,207,10
9,500,0.1,0.1,0.33356497567755383,0.96,0.49510056730273333,480,959,20
9,500,0.4,0.2,0.33176628609805237,0.988,0.4967320261437908,494,995,6
9,500,0.5,0.1,0.8886827458256029,0.958,0.9220404234841193,479,60,21
9,500,0.7,0.1,0.916988416988417,0.95,0.9332023575638507,475,43,25
9,500,0.6,0.2,0.49500998003992014,0.992,0.6604527296937417,496,506,4
9,500,0.3,0.2,0.3811764705882353,0.972,0.5476056338028169,486,789,14
9,500,0.2,0.1,0.618204804045512,0.978,0.7575522850503486,489,302,11
9,500,0.4,0.1,0.8690036900369004,0.942,0.9040307101727446,471,71,29
9,500,0.5,0.2,0.46724470134874757,0.97,0.6306892067620287,485,553,15
9,500,0.7,0.2,0.41680672268907565,0.992,0.5869822485207101,496,694,4
9,500,0.6,0.1,0.9066666666666666,0.952,0.928780487804878,476,49,24
9,10000,0.3,0.6,0.36884160540614586,1.0,0.5389105707328463,8078,13823,0
9,10000,0.2,0.3,0.4144103008995023,1.0,0.5859831487878103,9076,12825,0
9,10000,0.2,0.4,0.38500525090178533,1.0,0.5559621534302575,8432,13469,0
9,10000,0.2,0.5,0.33888863522213597,1.0,0.5062237833782355,7422,14479,0
9,10000,0.2,0.2,0.9563287768507013,0.5387,0.6891831382332246,5387,246,4613
9,10000,0.3,0.7,0.3154650472581161,1.0,0.4796251301631378,6909,14992,0
9,10000,0.1,0.1,0.9355698733614752,0.8422,0.8864330070518892,8422,580,1578
9,10000,0.4,0.2,0.9749525166191833,0.8213,0.8915544941380806,8213,211,1787
9,10000,0.4,0.5,0.4665049449524165,1.0,0.636213258684311,10000,11436,0
9,10000,0.5,0.7,0.4316697867677275,1.0,0.6030298198054537,9454,12447,0
9,10000,0.5,0.1,0.9958762886597938,0.4347,0.6052210233205709,4347,18,5653
9,10000,0.5,0.6,0.4524450938313319,1.0,0.6230116315624017,9909,11992,0
9,10000,0.4,0.4,0.7957666624669271,0.6316,0.7042426269721803,6316,1621,3684
9,10000,0.4,0.3,0.7928703804644064,0.7273,0.7586710478276741,7273,1900,2727
9,10000,0.6,0.3,0.9071229050279329,0.7794,0.8384251290877797,7794,798,2206
9,10000,0.6,0.4,0.8173302107728337,0.698,0.7529665587918015,6980,1560,3020
9,10000,0.7,0.6,0.6600715137067938,0.8307,0.7356209873810051,8307,4278,1693
9,10000,0.7,0.1,0.9956644266204205,0.4593,0.6286183535208376,4593,20,5407
9,10000,0.7,0.7,0.6924054206662902,0.4905,0.574221493795364,4905,2179,5095
9,10000,0.6,0.5,0.8115656507127129,0.7003,0.7518385313221322,7003,1626,2997
9,10000,0.6,0.2,0.9802623035969354,0.7549,0.8529461612338286,7549,152,2451
9,10000,0.3,0.2,0.9610858674123267,0.8249,0.8878006780390679,8249,334,1751
9,10000,0.3,0.5,0.4104835395644035,1.0,0.5820465507753068,8990,12911,0
9,10000,0.2,0.1,0.9754752405538606,0.8313,0.8976352445740201,8313,209,1687
9,10000,0.2,0.6,0.31815898817405597,1.0,0.4827323426512869,6968,14933,0
9,10000,0.3,0.4,0.46153136105598375,1.0,0.6315722992389554,10000,11667,0
9,10000,0.3,0.3,0.47005734699633356,1.0,0.6395088571976721,10000,11274,0
9,10000,0.1,0.3,0.30131044244555044,1.0,0.46308771929824566,6599,15302,0
9,10000,0.1,0.2,0.7190644307149161,0.8147,0.7639006094702298,8147,3183,1853
9,10000,0.4,0.6,0.43080224647276383,1.0,0.6021827929537912,9435,12466,0
9,10000,0.4,0.1,0.9956709956709957,0.414,0.5848283655883599,4140,18,5860
9,10000,0.5,0.3,0.7826170376055257,0.8158,0.7988640814727771,8158,2266,1842
9,10000,0.5,0.4,0.8447819423157308,0.6063,0.7059439948768702,6063,1114,3937
9,10000,0.5,0.5,0.7518508363038113,0.5484,0.6342083959754828,5484,1810,4516
9,10000,0.5,0.2,0.9789677263386921,0.8099,0.8864444809281453,8099,174,1901
9,10000,0.4,0.7,0.39632893475183784,1.0,0.5676727379745594,8680,13221,0
9,10000,0.6,0.7,0.4538605543125885,1.0,0.6243522502433969,9940,11961,0
9,10000,0.7,0.2,0.9837858220211161,0.7827,0.8717977277790153,7827,129,2173
9,10000,0.7,0.5,0.7585472065227462,0.8187,0.7874765546097244,8187,2606,1813
9,10000,0.7,0.4,0.8903917315299221,0.6978,0.7824185681448674,6978,859,3022
9,10000,0.7,0.3,0.9660381919265169,0.7993,0.8747947904126081,7993,281,2007
9,10000,0.6,0.1,0.9963267070008643,0.4611,0.6304347826086956,4611,17,5389
9,2000,0.3,0.6,0.4145519874242084,0.923,0.5721369905470324,1846,2607,154
9,2000,0.3,0.1,0.9331381161542216,0.956,0.9444307236354655,1912,137,88
9,2000,0.2,0.3,0.4427767354596623,0.944,0.6028097062579821,1888,2376,112
9,2000,0.2,0.4,0.4347724620770128,0.9315,0.5928400954653937,1863,2422,137
9,2000,0.2,0.5,0.4403429387949512,0.9245,0.5965478302952089,1849,2350,151
9,2000,0.2,0.2,0.7379658385093167,0.9505,0.8308566433566433,1901,675,99
9,2000,0.3,0.7,0.4336817653890825,0.9335,0.5922283901665345,1867,2438,133
9,2000,0.1,0.1,0.7126567844925884,0.9375,0.8097603109479594,1875,756,125
9,2000,0.4,0.2,0.8067653276955603,0.954,0.8742268041237115,1908,457,92
9,2000,0.4,0.5,0.6643958408031553,0.9265,0.7738567550636876,1853,936,147
9,2000,0.5,0.7,0.55837870538415,0.923,0.6958160572936299,1846,1460,154
9,2000,0.5,0.1,0.971735443753533,0.8595,0.9121782966304061,1719,50,281
9,2000,0.5,0.6,0.5829113924050633,0.921,0.713953488372093,1842,1318,158
9,2000,0.4,0.4,0.7108201771274547,0.923,0.8031324777028496,1846,751,154
