seed,corrupt,r01,r10,precision,recall,f1,TP,FP,FN
119,100,0.5,0.7,0.6577181208053692,0.98,0.7871485943775101,98,51,2
119,100,0.5,0.6,0.6451612903225806,1.0,0.7843137254901961,100,55,0
119,100,0.4,0.4,0.9009009009009009,1.0,0.947867298578199,100,11,0
119,100,0.4,0.3,0.9433962264150944,1.0,0.970873786407767,100,6,0
119,100,0.6,0.3,0.9433962264150944,1.0,0.970873786407767,100,6,0
119,100,0.6,0.4,0.9090909090909091,1.0,0.9523809523809523,100,10,0
119,100,0.7,0.6,0.6622516556291391,1.0,0.7968127490039841,100,51,0
119,100,0.7,0.7,0.625,1.0,0.7692307692307693,100,60,0
119,100,0.6,0.5,0.8695652173913043,1.0,0.9302325581395349,100,15,0
119,100,0.3,0.5,0.819672131147541,1.0,0.9009009009009009,100,22,0
119,100,0.3,0.4,0.9009009009009009,1.0,0.947867298578199,100,11,0
119,100,0.3,0.3,0.9479166666666666,0.91,0.9285714285714285,91,5,9
119,100,0.4,0.6,0.75,0.78,0.7647058823529411,78,26,22
119,100,0.5,0.3,0.9433962264150944,1.0,0.970873786407767,100,6,0
119,100,0.5,0.4,0.9009009009009009,1.0,0.947867298578199,100,11,0
119,100,0.5,0.5,0.8543689320388349,0.88,0.8669950738916256,88,15,12
119,100,0.4,0.7,0.6737588652482269,0.95,0.7883817427385891,95,46,5
119,100,0.6,0.7,0.6211180124223602,1.0,0.7662835249042146,100,61,0
119,100,0.7,0.5,0.8771929824561403,1.0,0.9345794392523363,100,14,0
119,100,0.7,0.4,0.9174311926605505,1.0,0.9569377990430622,100,9,0
119,100,0.7,0.3,0.9433962264150944,1.0,0.970873786407767,100,6,0
119,100,0.6,0.6,0.6535947712418301,1.0,0.790513833992095,100,53,0
119,10,0.3,0.6,0.18867924528301888,1.0,0.3174603174603175,10,43,0
119,10,0.4,0.5,0.3448275862068966,1.0,0.5128205128205129,10,19,0
119,10,0.4,0.4,0.47619047619047616,1.0,0.6451612903225806,10,11,0
119,10,0.4,0.3,0.5714285714285714,0.8,0.6666666666666666,8,6,2
119,10,0.6,0.3,0.5714285714285714,0.8,0.6666666666666666,8,6,2
119,10,0.6,0.4,0.5,1.0,0.6666666666666666,10,10,0
119,10,0.6,0.5,0.4,1.0,0.5714285714285715,10,15,0
