thresh,precision,recall,TP,FP,FN,TN,n_predicted,n_ground_pos
0.307,0.48148148148148145,0.8524590163934426,52,56,9,68,108,61
0.308,0.48148148148148145,0.8524590163934426,52,56,9,68,108,61
0.309,0.48148148148148145,0.8524590163934426,52,56,9,68,108,61
0.31,0.48623853211009177,0.8688524590163934,53,56,8,68,109,61
0.311,0.4909090909090909,0.8852459016393442,54,56,7,68,110,61
0.312,0.4864864864864865,0.8852459016393442,54,57,7,67,111,61
0.313,0.4864864864864865,0.8852459016393442,54,57,7,67,111,61
0.314,0.4864864864864865,0.8852459016393442,54,57,7,67,111,61
0.315,0.4864864864864865,0.8852459016393442,54,57,7,67,111,61
0.316,0.4864864864864865,0.8852459016393442,54,57,7,67,111,61
0.317,0.4864864864864865,0.8852459016393442,54,57,7,67,111,61
0.318,0.48214285714285715,0.8852459016393442,54,58,7,66,112,61
0.319,0.48214285714285715,0.8852459016393442,54,58,7,66,112,61
0.32,0.48214285714285715,0.8852459016393442,54,58,7,66,112,61
0.321,0.48214285714285715,0.8852459016393442,54,58,7,66,112,61
0.322,0.47368421052631576,0.8852459016393442,54,60,7,64,114,61
0.323,0.47368421052631576,0.8852459016393442,54,60,7,64,114,61
0.324,0.47368421052631576,0.8852459016393442,54,60,7,64,114,61
0.325,0.47368421052631576,0.8852459016393442,54,60,7,64,114,61
0.326,0.47368421052631576,0.8852459016393442,54,60,7,64,114,61
0.327,0.47368421052631576,0.8852459016393442,54,60,7,64,114,61
0.328,0.46956521739130436,0.8852459016393442,54,61,7,63,115,61
0.329,0.46956521739130436,0.8852459016393442,54,61,7,63,115,61
0.33,0.46956521739130436,0.8852459016393442,54,61,7,63,115,61
0.331,0.46956521739130436,0.8852459016393442,54,61,7,63,115,61
0.332,0.46956521739130436,0.8852459016393442,54,61,7,63,115,61
0.333,0.46956521739130436,0.8852459016393442,54,61,7,63,115,61
0.334,0.46956521739130436,0.8852459016393442,54,61,7,63,115,61
0.335,0.46956521739130436,0.8852459016393442,54,61,7,63,115,61
0.336,0.46956521739130436,0.8852459016393442,54,61,7,63,115,61
0.337,0.46956521739130436,0.8852459016393442,54,61,7,63,115,61
0.338,0.46956521739130436,0.8852459016393442,54,61,7,63,115,61
0.339,0.46956521739130436,0.8852459016393442,54,61,7,63,115,61
0.34,0.46956521739130436,0.8852459016393442,54,61,7,63,115,61
0.341,0.46956521739130436,0.8852459016393442,54,61,7,63,115,61
0.342,0.46956521739130436,0.8852459016393442,54,61,7,63,115,61
0.343,0.46956521739130436,0.8852459016393442,54,61,7,63,115,61
0.34400000000000003,0.46956521739130436,0.8852459016393442,54,61,7,63,115,61
0.34500000000000003,0.46956521739130436,0.8852459016393442,54,61,7,63,115,61
0.34600000000000003,0.46956521739130436,0.8852459016393442,54,61,7,63,115,61
0.34700000000000003,0.46551724137931033,0.8852459016393442,54,62,7,62,116,61
0.34800000000000003,0.46551724137931033,0.8852459016393442,54,62,7,62,116,61
0.34900000000000003,0.46153846153846156,0.8852459016393442,54,63,7,61,117,61
0.35000000000000003,0.4576271186440678,0.8852459016393442,54,64,7,60,118,61
0.35100000000000003,0.4576271186440678,0.8852459016393442,54,64,7,60,118,61
0.352,0.4576271186440678,0.8852459016393442,54,64,7,60,118,61
0.353,0.4576271186440678,0.8852459016393442,54,64,7,60,118,61
0.354,0.4576271186440678,0.8852459016393442,54,64,7,60,118,61
0.355,0.4576271186440678,0.8852459016393442,54,64,7,60,118,61
0.356,0.4576271186440678,0.8852459016393442,54,64,7,60,118,61
0.357,0.4576271186440678,0.8852459016393442,54,64,7,60,118,61
0.358,0.4576271186440678,0.8852459016393442,54,64,7,60,118,61
0.359,0.4576271186440678,0.8852459016393442,54,64,7,60,118,61
