threshold,lambda,precision,recall,n_predicted,predpos,acc
0.18367346938775508,0.6326530612244897,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.18367346938775508,0.6530612244897959,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.18367346938775508,0.673469387755102,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.18367346938775508,0.6938775510204082,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.18367346938775508,0.7142857142857142,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.18367346938775508,0.7346938775510203,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.18367346938775508,0.7551020408163265,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.18367346938775508,0.7755102040816326,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.18367346938775508,0.7959183673469387,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.18367346938775508,0.8163265306122448,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.18367346938775508,0.836734693877551,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.18367346938775508,0.8571428571428571,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.18367346938775508,0.8775510204081632,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.18367346938775508,0.8979591836734693,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.18367346938775508,0.9183673469387754,0.5789473684210527,0.18032786885245902,19,0.10270270270270271,0.18032786885245902
0.18367346938775508,0.9387755102040816,0.5789473684210527,0.18032786885245902,19,0.10270270270270271,0.18032786885245902
0.18367346938775508,0.9591836734693877,0.5454545454545454,0.19672131147540983,22,0.11891891891891893,0.19672131147540983
0.18367346938775508,0.9795918367346939,0.5061728395061729,0.6721311475409836,81,0.43783783783783786,0.6721311475409836
0.18367346938775508,1.0,0.32972972972972975,1.0,185,1.0,1.0
0.2040816326530612,0.02040816326530612,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.2040816326530612,0.04081632653061224,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.2040816326530612,0.061224489795918366,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.2040816326530612,0.08163265306122448,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.2040816326530612,0.1020408163265306,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.2040816326530612,0.12244897959183673,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
0.2040816326530612,0.14285714285714285,1.0,0.06557377049180328,4,0.021621621621621623,0.06557377049180328
